사용일자,요일,노선명,역명,승차총승객수,하차총승객수,승하자총승객수,연월,월일,등록일자
2019-01-13,토,6호선,고려대,5106.0,4942.0,10048.0,2019-01,01-13,20190116
2019-01-13,토,6호선,월곡,6498.0,6361.0,12859.0,2019-01,01-13,20190116
2019-01-13,토,6호선,상월곡,3612.0,3341.0,6953.0,2019-01,01-13,20190116
2019-01-13,토,6호선,돌곶이,5019.0,4766.0,9785.0,2019-01,01-13,20190116
2019-01-13,토,1호선,석계,7627.0,7795.0,15422.0,2019-01,01-13,20190116
2019-01-13,토,6호선,태릉입구,3426.0,3740.0,7166.0,2019-01,01-13,20190116
2019-01-13,토,6호선,화랑대,6163.0,5353.0,11516.0,2019-01,01-13,20190116
2019-01-13,토,6호선,봉화산,4880.0,4766.0,9646.0,2019-01,01-13,20190116
2019-01-13,토,7호선,장암,1396.0,775.0,2171.0,2019-01,01-13,20190116
2019-01-13,토,1호선,도봉산,5466.0,7967.0,13433.0,2019-01,01-13,20190116
2019-01-13,토,7호선,수락산,9160.0,9069.0,18229.0,2019-01,01-13,20190116
2019-01-13,토,7호선,마들,6196.0,5825.0,12021.0,2019-01,01-13,20190116
2019-01-13,토,4호선,노원,13316.0,13574.0,26890.0,2019-01,01-13,20190116
2019-01-13,토,7호선,중계,8968.0,8585.0,17553.0,2019-01,01-13,20190116
2019-01-13,토,7호선,하계,11746.0,11127.0,22873.0,2019-01,01-13,20190116
2019-01-13,토,7호선,공릉,7588.0,7827.0,15415.0,2019-01,01-13,20190116
2019-01-13,토,6호선,태릉입구,5275.0,4964.0,10239.0,2019-01,01-13,20190116
2019-01-13,토,7호선,먹골,6221.0,6248.0,12469.0,2019-01,01-13,20190116
2019-01-13,토,7호선,중화,6988.0,6617.0,13605.0,2019-01,01-13,20190116
2019-01-13,토,경의선,상봉,11286.0,10336.0,21622.0,2019-01,01-13,20190116
2019-01-13,토,7호선,면목,9446.0,9224.0,18670.0,2019-01,01-13,20190116
2019-01-13,토,7호선,사가정,10358.0,9845.0,20203.0,2019-01,01-13,20190116
2019-01-13,토,7호선,용마산,3600.0,3778.0,7378.0,2019-01,01-13,20190116
2019-01-13,토,7호선,중곡,6125.0,5788.0,11913.0,2019-01,01-13,20190116
2019-01-13,토,5호선,군자,9204.0,6938.0,16142.0,2019-01,01-13,20190116
2019-01-13,토,7호선,어린이대공원,8178.0,7968.0,16146.0,2019-01,01-13,20190116
2019-01-13,토,2호선,건대입구,11103.0,11606.0,22709.0,2019-01,01-13,20190116
2019-01-13,토,7호선,뚝섬유원지,4923.0,4699.0,9622.0,2019-01,01-13,20190116
2019-01-13,토,7호선,청담,7864.0,8623.0,16487.0,2019-01,01-13,20190116
2019-01-13,토,분당선,강남구청,6295.0,6736.0,13031.0,2019-01,01-13,20190116
2019-01-13,토,7호선,학동,7059.0,7300.0,14359.0,2019-01,01-13,20190116
2019-01-13,토,7호선,논현,7703.0,8208.0,15911.0,2019-01,01-13,20190116
2019-01-13,토,7호선,반포,3347.0,3390.0,6737.0,2019-01,01-13,20190116
2019-01-13,토,3호선,고속터미널,17784.0,13577.0,31361.0,2019-01,01-13,20190116
2019-01-13,토,7호선,내방,5708.0,5935.0,11643.0,2019-01,01-13,20190116
2019-01-13,토,7호선,이수,10125.0,9884.0,20009.0,2019-01,01-13,20190116
2019-01-13,토,7호선,남성,6454.0,6601.0,13055.0,2019-01,01-13,20190116
2019-01-13,토,7호선,숭실대입구,7733.0,8033.0,15766.0,2019-01,01-13,20190116
2019-01-13,토,7호선,상도,8669.0,7686.0,16355.0,2019-01,01-13,20190116
2019-01-13,토,7호선,장승배기,6322.0,6304.0,12626.0,2019-01,01-13,20190116
2019-01-13,토,7호선,신대방삼거리,9235.0,9184.0,18419.0,2019-01,01-13,20190116
2019-01-13,토,7호선,보라매,4951.0,4930.0,9881.0,2019-01,01-13,20190116
2019-01-13,토,7호선,신풍,7538.0,7134.0,14672.0,2019-01,01-13,20190116
2019-01-13,토,7호선,대림,11625.0,11151.0,22776.0,2019-01,01-13,20190116
2019-01-13,토,7호선,남구로,9638.0,9452.0,19090.0,2019-01,01-13,20190116
2019-01-13,토,1호선,가산디지털단지,13922.0,12548.0,26470.0,2019-01,01-13,20190116
2019-01-13,토,7호선,철산,13840.0,13956.0,27796.0,2019-01,01-13,20190116
2019-01-13,토,7호선,광명사거리,17292.0,16898.0,34190.0,2019-01,01-13,20190116
2019-01-13,토,7호선,천왕,4908.0,4608.0,9516.0,2019-01,01-13,20190116
2019-01-13,토,1호선,온수,5031.0,5182.0,10213.0,2019-01,01-13,20190116
2019-01-13,토,7호선,까치울,4372.0,4179.0,8551.0,2019-01,01-13,20190116
2019-01-13,토,7호선,부천종합운동장,2724.0,2369.0,5093.0,2019-01,01-13,20190116
2019-01-13,토,7호선,춘의,4594.0,4404.0,8998.0,2019-01,01-13,20190116
2019-01-13,토,7호선,신중동,8409.0,8090.0,16499.0,2019-01,01-13,20190116
2019-01-13,토,7호선,부천시청,7592.0,7462.0,15054.0,2019-01,01-13,20190116
2019-01-13,토,7호선,상동,9255.0,9065.0,18320.0,2019-01,01-13,20190116
2019-01-13,토,7호선,삼산체육관,2980.0,2790.0,5770.0,2019-01,01-13,20190116
2019-01-13,토,7호선,굴포천,5346.0,5344.0,10690.0,2019-01,01-13,20190116
2019-01-13,토,7호선,부평구청,5973.0,5056.0,11029.0,2019-01,01-13,20190116
2019-01-13,토,8호선,암사,10129.0,9498.0,19627.0,2019-01,01-13,20190116
2019-01-13,토,5호선,천호,12388.0,13670.0,26058.0,2019-01,01-13,20190116
2019-01-13,토,8호선,강동구청,5581.0,5514.0,11095.0,2019-01,01-13,20190116
2019-01-13,토,8호선,몽촌토성,3562.0,3625.0,7187.0,2019-01,01-13,20190116
2019-01-13,토,2호선,잠실,11807.0,12807.0,24614.0,2019-01,01-13,20190116
2019-01-13,토,8호선,석촌,4665.0,5899.0,10564.0,2019-01,01-13,20190116
2019-01-13,토,8호선,송파,3432.0,3461.0,6893.0,2019-01,01-13,20190116
2019-01-13,토,3호선,가락시장,3666.0,4813.0,8479.0,2019-01,01-13,20190116
2019-01-13,토,8호선,문정,5563.0,5809.0,11372.0,2019-01,01-13,20190116
2019-01-13,토,8호선,장지,12310.0,12086.0,24396.0,2019-01,01-13,20190116
2019-01-13,토,분당선,복정,6884.0,6181.0,13065.0,2019-01,01-13,20190116
2019-01-13,토,8호선,산성,3597.0,3578.0,7175.0,2019-01,01-13,20190116
2019-01-13,토,8호선,남한산성입구,7873.0,7258.0,15131.0,2019-01,01-13,20190116
2019-01-13,토,8호선,단대오거리,6602.0,6440.0,13042.0,2019-01,01-13,20190116
2019-01-13,토,8호선,신흥,3387.0,3512.0,6899.0,2019-01,01-13,20190116
2019-01-13,토,8호선,수진,4222.0,3931.0,8153.0,2019-01,01-13,20190116
2019-01-13,토,분당선,모란,2897.0,2353.0,5250.0,2019-01,01-13,20190116
2019-01-13,토,9호선,개화,3170.0,2418.0,5588.0,2019-01,01-13,20190116
2019-01-13,토,5호선,김포공항,7767.0,10328.0,18095.0,2019-01,01-13,20190116
2019-01-13,토,9호선,공항시장,1939.0,2221.0,4160.0,2019-01,01-13,20190116
2019-01-13,토,9호선,신방화,4290.0,4281.0,8571.0,2019-01,01-13,20190116
2019-01-13,토,9호선,마곡나루,5105.0,5111.0,10216.0,2019-01,01-13,20190116
2019-01-13,토,9호선,양천향교,4656.0,4944.0,9600.0,2019-01,01-13,20190116
2019-01-13,토,9호선,가양,12652.0,12188.0,24840.0,2019-01,01-13,20190116
2019-01-13,토,9호선,증미,2804.0,2850.0,5654.0,2019-01,01-13,20190116
2019-01-13,토,9호선,등촌,5092.0,5202.0,10294.0,2019-01,01-13,20190116
2019-01-13,토,9호선,염창,9331.0,9167.0,18498.0,2019-01,01-13,20190116
2019-01-13,토,9호선,선유도,2619.0,2541.0,5160.0,2019-01,01-13,20190116
2019-01-13,토,2호선,당산,9943.0,9685.0,19628.0,2019-01,01-13,20190116
2019-01-13,토,9호선,국회의사당,5779.0,4912.0,10691.0,2019-01,01-13,20190116
2019-01-13,토,5호선,여의도,6817.0,6364.0,13181.0,2019-01,01-13,20190116
2019-01-13,토,9호선,샛강,1910.0,2021.0,3931.0,2019-01,01-13,20190116
2019-01-13,토,1호선,노량진,19326.0,21667.0,40993.0,2019-01,01-13,20190116
2019-01-13,토,9호선,노들,2923.0,2670.0,5593.0,2019-01,01-13,20190116
2019-01-13,토,9호선,흑석,7350.0,7515.0,14865.0,2019-01,01-13,20190116
2019-01-13,토,4호선,동작,1251.0,1058.0,2309.0,2019-01,01-13,20190116
2019-01-13,토,9호선,구반포,1497.0,1596.0,3093.0,2019-01,01-13,20190116
2019-01-13,토,9호선,신반포,1831.0,1932.0,3763.0,2019-01,01-13,20190116
2019-01-13,토,3호선,고속터미널,10973.0,18981.0,29954.0,2019-01,01-13,20190116
2019-01-13,토,9호선,사평,1438.0,1483.0,2921.0,2019-01,01-13,20190116
2019-01-13,토,9호선,신논현,18447.0,17459.0,35906.0,2019-01,01-13,20190116
2019-01-13,토,4호선,서울역,12730.0,10283.0,23013.0,2019-01,01-13,20190116
2019-01-13,토,경의선,공덕,1473.0,1942.0,3415.0,2019-01,01-13,20190116
2019-01-13,토,2호선,홍대입구,10523.0,9501.0,20024.0,2019-01,01-13,20190116
2019-01-13,토,경의선,디지털미디어시티,4161.0,4062.0,8223.0,2019-01,01-13,20190116
2019-01-13,토,9호선,마곡나루,1504.0,1835.0,3339.0,2019-01,01-13,20190116
2019-01-13,토,5호선,김포공항,8256.0,5375.0,13631.0,2019-01,01-13,20190116
2019-01-13,토,인천선,계양,6269.0,6324.0,12593.0,2019-01,01-13,20190116
2019-01-13,토,인천2호선,검암,5068.0,5128.0,10196.0,2019-01,01-13,20190116
2019-01-13,토,공항철도,청라국제도시,3118.0,3208.0,6326.0,2019-01,01-13,20190116
2019-01-13,토,공항철도,운서,5249.0,5668.0,10917.0,2019-01,01-13,20190116
2019-01-13,토,공항철도,공항화물청사,1257.0,1512.0,2769.0,2019-01,01-13,20190116
2019-01-13,토,공항철도,인천공항1터미널,13920.0,15295.0,29215.0,2019-01,01-13,20190116
2019-01-13,토,공항철도,인천공항2터미널,5494.0,4861.0,10355.0,2019-01,01-13,20190116
2019-01-13,토,공항철도,영종,1717.0,1893.0,3610.0,2019-01,01-13,20190116
2019-01-13,토,9호선,언주,3730.0,3596.0,7326.0,2019-01,01-13,20190116
2019-01-13,토,분당선,선정릉,3217.0,3410.0,6627.0,2019-01,01-13,20190116
2019-01-13,토,9호선,삼성중앙,1962.0,2082.0,4044.0,2019-01,01-13,20190116
2019-01-13,토,9호선,봉은사,11276.0,10678.0,21954.0,2019-01,01-13,20190116
2019-01-13,토,2호선,종합운동장,2637.0,2266.0,4903.0,2019-01,01-13,20190116
2019-01-13,토,9호선,삼전,2923.0,2858.0,5781.0,2019-01,01-13,20190116
2019-01-13,토,9호선,석촌고분,2544.0,2481.0,5025.0,2019-01,01-13,20190116
2019-01-13,토,8호선,석촌,3362.0,2341.0,5703.0,2019-01,01-13,20190116
2019-01-13,토,9호선,송파나루,2286.0,2358.0,4644.0,2019-01,01-13,20190116
2019-01-13,토,9호선,한성백제,1238.0,1077.0,2315.0,2019-01,01-13,20190116
2019-01-13,토,5호선,올림픽공원,9516.0,9354.0,18870.0,2019-01,01-13,20190116
2019-01-13,토,9호선,둔촌오륜,622.0,600.0,1222.0,2019-01,01-13,20190116
2019-01-13,토,9호선,중앙보훈병원,2709.0,2551.0,5260.0,2019-01,01-13,20190116
2019-01-13,토,우이신설경전철,북한산우이,2600.0,2409.0,5009.0,2019-01,01-13,20190116
2019-01-13,토,우이신설경전철,솔밭공원,1531.0,1352.0,2883.0,2019-01,01-13,20190116
2019-01-13,토,우이신설경전철,4.19민주묘지,1863.0,1616.0,3479.0,2019-01,01-13,20190116
2019-01-13,토,우이신설경전철,가오리,2531.0,2383.0,4914.0,2019-01,01-13,20190116
2019-01-13,토,우이신설경전철,화계,2115.0,1972.0,4087.0,2019-01,01-13,20190116
2019-01-13,토,우이신설경전철,삼양,1269.0,1333.0,2602.0,2019-01,01-13,20190116
2019-01-13,토,우이신설경전철,삼양사거리,1592.0,1618.0,3210.0,2019-01,01-13,20190116
2019-01-13,토,우이신설경전철,솔샘,3154.0,2827.0,5981.0,2019-01,01-13,20190116
2019-01-13,토,우이신설경전철,북한산보국문,3957.0,3491.0,7448.0,2019-01,01-13,20190116
2019-01-13,토,우이신설경전철,정릉,2745.0,2355.0,5100.0,2019-01,01-13,20190116
2019-01-13,토,4호선,성신여대입구,2541.0,2811.0,5352.0,2019-01,01-13,20190116
2019-01-13,토,6호선,보문,1104.0,1140.0,2244.0,2019-01,01-13,20190116
2019-01-13,토,1호선,신설동,1083.0,1131.0,2214.0,2019-01,01-13,20190116
2019-01-14,일,4호선,서울역,58135.0,54480.0,112615.0,2019-01,01-14,20190117
2019-01-14,일,2호선,시청,27439.0,27364.0,54803.0,2019-01,01-14,20190117
2019-01-14,일,1호선,종각,49787.0,47942.0,97729.0,2019-01,01-14,20190117
2019-01-14,일,3호선,종로3가,35898.0,34449.0,70347.0,2019-01,01-14,20190117
2019-01-14,일,1호선,종로5가,28707.0,28540.0,57247.0,2019-01,01-14,20190117
2019-01-14,일,4호선,동대문,13837.0,14936.0,28773.0,2019-01,01-14,20190117
2019-01-14,일,1호선,신설동,17133.0,16675.0,33808.0,2019-01,01-14,20190117
2019-01-14,일,1호선,제기동,21260.0,21933.0,43193.0,2019-01,01-14,20190117
2019-01-14,일,경의선,청량리,25888.0,26581.0,52469.0,2019-01,01-14,20190117
2019-01-14,일,6호선,동묘앞,8581.0,8969.0,17550.0,2019-01,01-14,20190117
2019-01-14,일,2호선,시청,28847.0,28303.0,57150.0,2019-01,01-14,20190117
2019-01-14,일,2호선,을지로입구,53063.0,53576.0,106639.0,2019-01,01-14,20190117
2019-01-14,일,3호선,을지로3가,26235.0,25880.0,52115.0,2019-01,01-14,20190117
2019-01-14,일,2호선,을지로4가,13594.0,13426.0,27020.0,2019-01,01-14,20190117
2019-01-14,일,2호선,동대문역사문화공원,16292.0,19057.0,35349.0,2019-01,01-14,20190117
2019-01-14,일,2호선,신당,15538.0,16172.0,31710.0,2019-01,01-14,20190117
2019-01-14,일,2호선,상왕십리,15826.0,15178.0,31004.0,2019-01,01-14,20190117
2019-01-14,일,경의선,왕십리,19604.0,16004.0,35608.0,2019-01,01-14,20190117
2019-01-14,일,2호선,한양대,9126.0,9984.0,19110.0,2019-01,01-14,20190117
2019-01-14,일,2호선,뚝섬,19257.0,20550.0,39807.0,2019-01,01-14,20190117
2019-01-14,일,2호선,성수,33011.0,35681.0,68692.0,2019-01,01-14,20190117
2019-01-14,일,2호선,건대입구,42136.0,45403.0,87539.0,2019-01,01-14,20190117
2019-01-14,일,2호선,구의,26907.0,26271.0,53178.0,2019-01,01-14,20190117
2019-01-14,일,2호선,강변,45247.0,43939.0,89186.0,2019-01,01-14,20190117
2019-01-14,일,2호선,잠실나루,19418.0,18848.0,38266.0,2019-01,01-14,20190117
2019-01-14,일,2호선,잠실,83764.0,81598.0,165362.0,2019-01,01-14,20190117
2019-01-14,일,2호선,잠실새내,26250.0,26103.0,52353.0,2019-01,01-14,20190117
2019-01-14,일,2호선,종합운동장,8587.0,11084.0,19671.0,2019-01,01-14,20190117
2019-01-14,일,2호선,삼성,63662.0,65071.0,128733.0,2019-01,01-14,20190117
2019-01-14,일,2호선,선릉,68308.0,60289.0,128597.0,2019-01,01-14,20190117
2019-01-14,일,2호선,역삼,62043.0,68078.0,130121.0,2019-01,01-14,20190117
2019-01-14,일,2호선,강남,118984.0,119047.0,238031.0,2019-01,01-14,20190117
2019-01-14,일,2호선,교대,42407.0,48146.0,90553.0,2019-01,01-14,20190117
2019-01-14,일,2호선,서초,24694.0,25400.0,50094.0,2019-01,01-14,20190117
2019-01-14,일,2호선,방배,20751.0,21092.0,41843.0,2019-01,01-14,20190117
2019-01-14,일,2호선,사당,43857.0,49195.0,93052.0,2019-01,01-14,20190117
2019-01-14,일,2호선,낙성대,31577.0,31185.0,62762.0,2019-01,01-14,20190117
2019-01-14,일,2호선,서울대입구,56565.0,55405.0,111970.0,2019-01,01-14,20190117
2019-01-14,일,2호선,봉천,27056.0,25496.0,52552.0,2019-01,01-14,20190117
2019-01-14,일,2호선,신림,73731.0,72545.0,146276.0,2019-01,01-14,20190117
2019-01-14,일,2호선,신대방,30445.0,28830.0,59275.0,2019-01,01-14,20190117
2019-01-14,일,2호선,구로디지털단지,72601.0,72353.0,144954.0,2019-01,01-14,20190117
2019-01-14,일,7호선,대림,31206.0,31713.0,62919.0,2019-01,01-14,20190117
2019-01-14,일,2호선,신도림,60191.0,58397.0,118588.0,2019-01,01-14,20190117
2019-01-14,일,2호선,문래,23860.0,24001.0,47861.0,2019-01,01-14,20190117
2019-01-14,일,2호선,영등포구청,26131.0,26154.0,52285.0,2019-01,01-14,20190117
2019-01-14,일,2호선,당산,23097.0,25741.0,48838.0,2019-01,01-14,20190117
2019-01-14,일,2호선,합정,33374.0,35255.0,68629.0,2019-01,01-14,20190117
2019-01-14,일,2호선,홍대입구,71268.0,74487.0,145755.0,2019-01,01-14,20190117
2019-01-14,일,2호선,신촌,46654.0,47815.0,94469.0,2019-01,01-14,20190117
2019-01-14,일,2호선,이대,18392.0,19208.0,37600.0,2019-01,01-14,20190117
2019-01-14,일,2호선,아현,10914.0,10625.0,21539.0,2019-01,01-14,20190117
2019-01-14,일,2호선,충정로,12297.0,13113.0,25410.0,2019-01,01-14,20190117
2019-01-14,일,2호선,용답,2722.0,2705.0,5427.0,2019-01,01-14,20190117
2019-01-14,일,2호선,신답,1783.0,2027.0,3810.0,2019-01,01-14,20190117
2019-01-14,일,1호선,신설동,4379.0,4299.0,8678.0,2019-01,01-14,20190117
2019-01-14,일,2호선,도림천,1324.0,1418.0,2742.0,2019-01,01-14,20190117
2019-01-14,일,2호선,양천구청,7649.0,8212.0,15861.0,2019-01,01-14,20190117
2019-01-14,일,2호선,신정네거리,10501.0,10748.0,21249.0,2019-01,01-14,20190117
2019-01-14,일,2호선,용두,2510.0,2601.0,5111.0,2019-01,01-14,20190117
2019-01-14,일,3호선,지축,1128.0,1336.0,2464.0,2019-01,01-14,20190117
2019-01-14,일,3호선,구파발,21194.0,19214.0,40408.0,2019-01,01-14,20190117
2019-01-14,일,3호선,연신내,43645.0,41767.0,85412.0,2019-01,01-14,20190117
2019-01-14,일,3호선,불광,19535.0,21074.0,40609.0,2019-01,01-14,20190117
2019-01-14,일,3호선,녹번,14471.0,12776.0,27247.0,2019-01,01-14,20190117
2019-01-14,일,3호선,홍제,20056.0,19080.0,39136.0,2019-01,01-14,20190117
2019-01-14,일,3호선,무악재,4192.0,4291.0,8483.0,2019-01,01-14,20190117
2019-01-14,일,3호선,독립문,7712.0,7958.0,15670.0,2019-01,01-14,20190117
2019-01-14,일,3호선,경복궁,23525.0,23335.0,46860.0,2019-01,01-14,20190117
2019-01-14,일,3호선,안국,23797.0,24657.0,48454.0,2019-01,01-14,20190117
2019-01-14,일,3호선,종로3가,13005.0,15677.0,28682.0,2019-01,01-14,20190117
2019-01-14,일,3호선,을지로3가,12749.0,13427.0,26176.0,2019-01,01-14,20190117
2019-01-14,일,4호선,충무로,1.0,0.0,1.0,2019-01,01-14,20190117
2019-01-14,일,3호선,동대입구,10071.0,10733.0,20804.0,2019-01,01-14,20190117
2019-01-14,일,3호선,약수,15381.0,15056.0,30437.0,2019-01,01-14,20190117
2019-01-14,일,3호선,금호,9186.0,8622.0,17808.0,2019-01,01-14,20190117
2019-01-14,일,3호선,옥수,10163.0,10635.0,20798.0,2019-01,01-14,20190117
2019-01-14,일,3호선,압구정,37065.0,41270.0,78335.0,2019-01,01-14,20190117
2019-01-14,일,3호선,신사,35882.0,38279.0,74161.0,2019-01,01-14,20190117
2019-01-14,일,3호선,잠원,7051.0,6819.0,13870.0,2019-01,01-14,20190117
2019-01-14,일,3호선,고속터미널,55675.0,52237.0,107912.0,2019-01,01-14,20190117
2019-01-14,일,2호선,교대,17199.0,11554.0,28753.0,2019-01,01-14,20190117
2019-01-14,일,3호선,남부터미널,37369.0,38149.0,75518.0,2019-01,01-14,20190117
2019-01-14,일,3호선,양재,46642.0,50198.0,96840.0,2019-01,01-14,20190117
2019-01-14,일,3호선,매봉,13673.0,12939.0,26612.0,2019-01,01-14,20190117
2019-01-14,일,3호선,도곡,6357.0,6243.0,12600.0,2019-01,01-14,20190117
2019-01-14,일,3호선,대치,13755.0,13415.0,27170.0,2019-01,01-14,20190117
2019-01-14,일,3호선,학여울,1925.0,2000.0,3925.0,2019-01,01-14,20190117
2019-01-14,일,3호선,대청,10863.0,9767.0,20630.0,2019-01,01-14,20190117
2019-01-14,일,3호선,일원,11179.0,11787.0,22966.0,2019-01,01-14,20190117
2019-01-14,일,3호선,수서,19354.0,19414.0,38768.0,2019-01,01-14,20190117
2019-01-14,일,3호선,가락시장,11055.0,10836.0,21891.0,2019-01,01-14,20190117
2019-01-14,일,3호선,경찰병원,9493.0,9502.0,18995.0,2019-01,01-14,20190117
2019-01-14,일,3호선,오금,7555.0,6594.0,14149.0,2019-01,01-14,20190117
2019-01-14,일,4호선,당고개,12975.0,11988.0,24963.0,2019-01,01-14,20190117
2019-01-14,일,4호선,상계,22069.0,20142.0,42211.0,2019-01,01-14,20190117
2019-01-14,일,4호선,노원,22468.0,25555.0,48023.0,2019-01,01-14,20190117
2019-01-14,일,4호선,창동,29865.0,31537.0,61402.0,2019-01,01-14,20190117
2019-01-14,일,4호선,쌍문,35095.0,31360.0,66455.0,2019-01,01-14,20190117
2019-01-14,일,4호선,수유,40095.0,39414.0,79509.0,2019-01,01-14,20190117
2019-01-14,일,4호선,미아,17503.0,16318.0,33821.0,2019-01,01-14,20190117
2019-01-14,일,4호선,미아사거리,30352.0,29510.0,59862.0,2019-01,01-14,20190117
2019-01-14,일,4호선,길음,23385.0,22521.0,45906.0,2019-01,01-14,20190117
2019-01-14,일,4호선,성신여대입구,23775.0,22724.0,46499.0,2019-01,01-14,20190117
2019-01-14,일,4호선,한성대입구,15390.0,14971.0,30361.0,2019-01,01-14,20190117
2019-01-14,일,4호선,혜화,37520.0,38349.0,75869.0,2019-01,01-14,20190117
2019-01-14,일,4호선,동대문,26399.0,26804.0,53203.0,2019-01,01-14,20190117
2019-01-14,일,2호선,동대문역사문화공원,22063.0,19579.0,41642.0,2019-01,01-14,20190117
2019-01-14,일,4호선,충무로,34060.0,35103.0,69163.0,2019-01,01-14,20190117
2019-01-14,일,4호선,명동,34185.0,35791.0,69976.0,2019-01,01-14,20190117
2019-01-14,일,4호선,회현,31491.0,33333.0,64824.0,2019-01,01-14,20190117
2019-01-14,일,4호선,서울역,15074.0,23226.0,38300.0,2019-01,01-14,20190117
2019-01-14,일,4호선,숙대입구,15976.0,15773.0,31749.0,2019-01,01-14,20190117
2019-01-14,일,4호선,삼각지,5457.0,6016.0,11473.0,2019-01,01-14,20190117
2019-01-14,일,4호선,신용산,17886.0,18548.0,36434.0,2019-01,01-14,20190117
2019-01-14,일,4호선,이촌,8647.0,9811.0,18458.0,2019-01,01-14,20190117
2019-01-14,일,4호선,동작,2267.0,2264.0,4531.0,2019-01,01-14,20190117
2019-01-14,일,4호선,총신대입구,22619.0,25267.0,47886.0,2019-01,01-14,20190117
2019-01-14,일,2호선,사당,29683.0,25149.0,54832.0,2019-01,01-14,20190117
2019-01-14,일,4호선,남태령,1493.0,1207.0,2700.0,2019-01,01-14,20190117
2019-01-14,일,4호선,서울역,5179.0,978.0,6157.0,2019-01,01-14,20190117
2019-01-14,일,1호선,남영,11648.0,12114.0,23762.0,2019-01,01-14,20190117
2019-01-14,일,1호선,용산,37910.0,39608.0,77518.0,2019-01,01-14,20190117
2019-01-14,일,1호선,노량진,12873.0,12136.0,25009.0,2019-01,01-14,20190117
2019-01-14,일,1호선,대방,15811.0,15885.0,31696.0,2019-01,01-14,20190117
2019-01-14,일,1호선,영등포,45764.0,47764.0,93528.0,2019-01,01-14,20190117
2019-01-14,일,2호선,신도림,3927.0,4037.0,7964.0,2019-01,01-14,20190117
2019-01-14,일,1호선,신길,10698.0,8860.0,19558.0,2019-01,01-14,20190117
2019-01-14,일,1호선,구로,22023.0,22434.0,44457.0,2019-01,01-14,20190117
2019-01-14,일,1호선,가산디지털단지,20062.0,23055.0,43117.0,2019-01,01-14,20190117
2019-01-14,일,1호선,금천구청,12695.0,12246.0,24941.0,2019-01,01-14,20190117
2019-01-14,일,1호선,석수,11891.0,10425.0,22316.0,2019-01,01-14,20190117
2019-01-14,일,1호선,관악,8670.0,8320.0,16990.0,2019-01,01-14,20190117
2019-01-14,일,1호선,안양,25035.0,24497.0,49532.0,2019-01,01-14,20190117
2019-01-14,일,1호선,명학,10520.0,10649.0,21169.0,2019-01,01-14,20190117
2019-01-14,일,4호선,금정,28799.0,28936.0,57735.0,2019-01,01-14,20190117
2019-01-14,일,1호선,군포,8201.0,8291.0,16492.0,2019-01,01-14,20190117
2019-01-14,일,1호선,의왕,9433.0,9291.0,18724.0,2019-01,01-14,20190117
2019-01-14,일,1호선,성균관대,15568.0,15280.0,30848.0,2019-01,01-14,20190117
2019-01-14,일,1호선,화서,8667.0,8439.0,17106.0,2019-01,01-14,20190117
2019-01-14,일,1호선,수원,39785.0,42469.0,82254.0,2019-01,01-14,20190117
2019-01-14,일,1호선,독산,18710.0,19760.0,38470.0,2019-01,01-14,20190117
2019-01-14,일,1호선,세류,3666.0,3468.0,7134.0,2019-01,01-14,20190117
2019-01-14,일,1호선,병점,14502.0,14498.0,29000.0,2019-01,01-14,20190117
2019-01-14,일,1호선,세마,2965.0,2715.0,5680.0,2019-01,01-14,20190117
2019-01-14,일,1호선,오산대,2761.0,2594.0,5355.0,2019-01,01-14,20190117
2019-01-14,일,1호선,오산,9510.0,9378.0,18888.0,2019-01,01-14,20190117
2019-01-14,일,1호선,진위,1703.0,1520.0,3223.0,2019-01,01-14,20190117
2019-01-14,일,1호선,송탄,4496.0,4483.0,8979.0,2019-01,01-14,20190117
2019-01-14,일,1호선,서정리,4403.0,4362.0,8765.0,2019-01,01-14,20190117
2019-01-14,일,1호선,지제,2396.0,2259.0,4655.0,2019-01,01-14,20190117
2019-01-14,일,1호선,평택,12038.0,12006.0,24044.0,2019-01,01-14,20190117
2019-01-14,일,1호선,성환,3127.0,3300.0,6427.0,2019-01,01-14,20190117
2019-01-14,일,1호선,직산,838.0,865.0,1703.0,2019-01,01-14,20190117
2019-01-14,일,1호선,두정,4825.0,5010.0,9835.0,2019-01,01-14,20190117
2019-01-14,일,1호선,천안,5533.0,5606.0,11139.0,2019-01,01-14,20190117
2019-01-14,일,1호선,당정,7287.0,6902.0,14189.0,2019-01,01-14,20190117
2019-01-14,일,1호선,서동탄,1839.0,1451.0,3290.0,2019-01,01-14,20190117
2019-01-14,일,1호선,광명,2730.0,2276.0,5006.0,2019-01,01-14,20190117
2019-01-14,일,1호선,개봉,24813.0,25379.0,50192.0,2019-01,01-14,20190117
2019-01-14,일,1호선,오류동,12814.0,12101.0,24915.0,2019-01,01-14,20190117
2019-01-14,일,1호선,역곡,31571.0,30845.0,62416.0,2019-01,01-14,20190117
2019-01-14,일,1호선,부천,40013.0,40013.0,80026.0,2019-01,01-14,20190117
2019-01-14,일,1호선,송내,34884.0,34295.0,69179.0,2019-01,01-14,20190117
2019-01-14,일,1호선,부평,37915.0,40241.0,78156.0,2019-01,01-14,20190117
2019-01-14,일,1호선,백운,9048.0,8824.0,17872.0,2019-01,01-14,20190117
2019-01-14,일,1호선,동암,18716.0,18469.0,37185.0,2019-01,01-14,20190117
